,²çäººæ¬¡,ºçäººæ¬¡
2023/10/13 22:10,339,174
2023/10/13 22:20,339,174
2023/10/13 22:30,339,174
2023/10/13 22:40,339,174
2023/10/13 22:50,339,174
2023/10/13 23:00,164,94
2023/10/13 23:10,164,94
2023/10/13 23:20,164,94
2023/10/13 23:30,164,94
2023/10/13 23:40,164,94
2023/10/13 23:50,164,94
2023/10/14 0:00,59,48
2023/10/14 0:10,59,48
2023/10/14 0:20,59,48
2023/10/14 0:30,59,48
2023/10/14 0:40,59,48
2023/10/14 0:50,59,48
2023/10/14 1:00,2,0
2023/10/14 1:10,2,0
2023/10/14 1:20,2,0
2023/10/14 1:30,2,0
2023/10/14 1:40,2,0
2023/10/14 1:50,2,0
2023/10/14 2:00,2,0
2023/10/14 2:10,2,0
2023/10/14 2:20,2,0
2023/10/14 2:30,2,0
2023/10/14 2:40,2,0
2023/10/14 2:50,2,0
2023/10/14 3:00,2,0
2023/10/14 3:10,2,0
2023/10/14 3:20,2,0
2023/10/14 3:30,2,0
2023/10/14 3:40,2,0
2023/10/14 3:50,2,0
2023/10/14 4:00,2,0
2023/10/14 4:10,2,0
2023/10/14 4:20,2,0
2023/10/14 4:30,2,0
2023/10/14 4:40,2,0
2023/10/14 4:50,2,0
2023/10/14 5:00,0,0
2023/10/14 5:10,0,0
2023/10/14 5:20,0,0
2023/10/14 5:30,0,0
2023/10/14 5:40,0,0
2023/10/14 5:50,0,0
2023/10/14 6:00,38,38
2023/10/14 6:10,38,38
2023/10/14 6:20,38,38
2023/10/14 6:30,38,38
2023/10/14 6:40,38,38
2023/10/14 6:50,38,38
2023/10/14 7:00,69,95
2023/10/14 7:10,69,95
2023/10/14 7:20,69,95
2023/10/14 7:30,69,95
2023/10/14 7:40,69,95
2023/10/14 7:50,69,95
2023/10/14 8:00,136,217
2023/10/14 8:10,136,217
2023/10/14 8:20,136,217
2023/10/14 8:30,136,217
2023/10/14 8:40,136,217
2023/10/14 8:50,136,217
2023/10/14 9:00,148,225
2023/10/14 9:10,148,225
2023/10/14 9:20,148,225
2023/10/14 9:30,148,225
2023/10/14 9:40,148,225
2023/10/14 9:50,148,225
2023/10/14 10:00,157,181
2023/10/14 10:10,157,181
2023/10/14 10:20,157,181
2023/10/14 10:30,157,181
2023/10/14 10:40,157,181
2023/10/14 10:50,157,181
2023/10/14 11:00,214,258
2023/10/14 11:10,214,258
2023/10/14 11:20,214,258
2023/10/14 11:30,214,258
2023/10/14 11:40,214,258
2023/10/14 11:50,214,258
2023/10/14 12:00,250,324
2023/10/14 12:10,250,324
2023/10/14 12:20,250,324
2023/10/14 12:30,250,324
2023/10/14 12:40,250,324
2023/10/14 12:50,250,324
2023/10/14 13:00,292,308
2023/10/14 13:10,292,308
2023/10/14 13:20,292,308
2023/10/14 13:30,292,308
2023/10/14 13:40,292,308
2023/10/14 13:50,292,308
2023/10/14 14:00,277,268
2023/10/14 14:10,277,268
2023/10/14 14:20,277,268
2023/10/14 14:30,277,268
2023/10/14 14:40,277,268
2023/10/14 14:50,277,268
2023/10/14 15:00,284,320
2023/10/14 15:10,284,320
2023/10/14 15:20,284,320
2023/10/14 15:30,284,320
2023/10/14 15:40,284,320
2023/10/14 15:50,284,320
2023/10/14 16:00,322,329
2023/10/14 16:10,322,329
2023/10/14 16:20,322,329
2023/10/14 16:30,322,329
2023/10/14 16:40,322,329
2023/10/14 16:50,322,329
2023/10/14 17:00,433,400
2023/10/14 17:10,433,400
2023/10/14 17:20,433,400
2023/10/14 17:30,433,400
2023/10/14 17:40,433,400
2023/10/14 17:50,433,400
2023/10/14 18:00,445,356
2023/10/14 18:10,445,356
2023/10/14 18:20,445,356
2023/10/14 18:30,445,356
2023/10/14 18:40,445,356
2023/10/14 18:50,445,356
2023/10/14 19:00,331,265
2023/10/14 19:10,331,265
2023/10/14 19:20,331,265
2023/10/14 19:30,331,265
2023/10/14 19:40,331,265
2023/10/14 19:50,331,265
2023/10/14 20:00,292,211
2023/10/14 20:10,292,211
2023/10/14 20:20,292,211
2023/10/14 20:30,292,211
2023/10/14 20:40,292,211
2023/10/14 20:50,292,211
2023/10/14 21:00,285,219
2023/10/14 21:10,285,219
2023/10/14 21:20,285,219
2023/10/14 21:30,285,219
2023/10/14 21:40,285,219
2023/10/14 21:50,285,219
2023/10/14 22:00,249,177
2023/10/14 22:10,249,177
2023/10/14 22:20,249,177
2023/10/14 22:30,249,177
2023/10/14 22:40,249,177
2023/10/14 22:50,249,177
2023/10/14 23:00,112,83
2023/10/14 23:10,112,83
2023/10/14 23:20,112,83
2023/10/14 23:30,112,83
2023/10/14 23:40,112,83
2023/10/14 23:50,112,83
2023/10/15 0:00,30,37
2023/10/15 0:10,30,37
2023/10/15 0:20,30,37
2023/10/15 0:30,30,37
2023/10/15 0:40,30,37
2023/10/15 0:50,30,37
2023/10/15 1:00,1,0
2023/10/15 1:10,1,0
2023/10/15 1:20,1,0
2023/10/15 1:30,1,0
2023/10/15 1:40,1,0
2023/10/15 1:50,1,0
2023/10/15 2:00,1,0
2023/10/15 2:10,1,0
2023/10/15 2:20,1,0
2023/10/15 2:30,1,0
2023/10/15 2:40,1,0
2023/10/15 2:50,1,0
2023/10/15 3:00,1,0
2023/10/15 3:10,1,0
2023/10/15 3:20,1,0
2023/10/15 3:30,1,0
2023/10/15 3:40,1,0
2023/10/15 3:50,1,0
2023/10/15 4:00,1,0
2023/10/15 4:10,1,0
2023/10/15 4:20,1,0
2023/10/15 4:30,1,0
2023/10/15 4:40,1,0
2023/10/15 4:50,1,0
2023/10/15 5:00,0,0
2023/10/15 5:10,0,0
2023/10/15 5:20,0,0
2023/10/15 5:30,0,0
2023/10/15 5:40,0,0
2023/10/15 5:50,0,0
2023/10/15 6:00,33,49
2023/10/15 6:10,33,49
2023/10/15 6:20,33,49
2023/10/15 6:30,33,49
2023/10/15 6:40,33,49
2023/10/15 6:50,33,49
2023/10/15 7:00,57,164
2023/10/15 7:10,57,164
2023/10/15 7:20,57,164
2023/10/15 7:30,57,164
2023/10/15 7:40,57,164
2023/10/15 7:50,57,164
2023/10/15 8:00,86,181
2023/10/15 8:10,86,181
2023/10/15 8:20,86,181
2023/10/15 8:30,86,181
2023/10/15 8:40,86,181
2023/10/15 8:50,86,181
2023/10/15 9:00,119,165
2023/10/15 9:10,119,165
2023/10/15 9:20,119,165
2023/10/15 9:30,119,165
2023/10/15 9:40,119,165
2023/10/15 9:50,119,165
2023/10/15 10:00,134,187
2023/10/15 10:10,134,187
2023/10/15 10:20,134,187
2023/10/15 10:30,134,187
2023/10/15 10:40,134,187
2023/10/15 10:50,134,187
2023/10/15 11:00,246,324
2023/10/15 11:10,246,324
2023/10/15 11:20,246,324
2023/10/15 11:30,246,324
2023/10/15 11:40,246,324
2023/10/15 11:50,246,324
2023/10/15 12:00,221,299
2023/10/15 12:10,221,299
2023/10/15 12:20,221,299
2023/10/15 12:30,221,299
2023/10/15 12:40,221,299
2023/10/15 12:50,221,299
2023/10/15 13:00,282,293
2023/10/15 13:10,282,293
2023/10/15 13:20,282,293
2023/10/15 13:30,282,293
2023/10/15 13:40,282,293
2023/10/15 13:50,282,293
2023/10/15 14:00,273,268
2023/10/15 14:10,273,268
2023/10/15 14:20,273,268
2023/10/15 14:30,273,268
2023/10/15 14:40,273,268
2023/10/15 14:50,273,268
2023/10/15 15:00,272,322
2023/10/15 15:10,272,322
2023/10/15 15:20,272,322
2023/10/15 15:30,272,322
2023/10/15 15:40,272,322
2023/10/15 15:50,272,322
2023/10/15 16:00,302,318
2023/10/15 16:10,302,318
2023/10/15 16:20,302,318
2023/10/15 16:30,302,318
2023/10/15 16:40,302,318
2023/10/15 16:50,302,318
2023/10/15 17:00,510,359
2023/10/15 17:10,510,359
2023/10/15 17:20,510,359
2023/10/15 17:30,510,359
2023/10/15 17:40,510,359
2023/10/15 17:50,510,359
2023/10/15 18:00,398,325
2023/10/15 18:10,398,325
2023/10/15 18:20,398,325
2023/10/15 18:30,398,325
2023/10/15 18:40,398,325
2023/10/15 18:50,398,325
2023/10/15 19:00,306,237
2023/10/15 19:10,306,237
2023/10/15 19:20,306,237
2023/10/15 19:30,306,237
2023/10/15 19:40,306,237
2023/10/15 19:50,306,237
2023/10/15 20:00,261,216
2023/10/15 20:10,261,216
2023/10/15 20:20,261,216
2023/10/15 20:30,261,216
2023/10/15 20:40,261,216
2023/10/15 20:50,261,216
2023/10/15 21:00,216,218
2023/10/15 21:10,216,218
2023/10/15 21:20,216,218
2023/10/15 21:30,216,218
2023/10/15 21:40,216,218
2023/10/15 21:50,216,218
2023/10/15 22:00,152,128
2023/10/15 22:10,152,128
2023/10/15 22:20,152,128
2023/10/15 22:30,152,128
2023/10/15 22:40,152,128
2023/10/15 22:50,152,128
2023/10/15 23:00,78,58
2023/10/15 23:10,78,58
2023/10/15 23:20,78,58
2023/10/15 23:30,78,58
2023/10/15 23:40,78,58
2023/10/15 23:50,78,58
2023/10/16 0:00,38,16
2023/10/16 0:10,38,16
2023/10/16 0:20,38,16
2023/10/16 0:30,38,16
2023/10/16 0:40,38,16
2023/10/16 0:50,38,16
2023/10/16 1:00,1,0
2023/10/16 1:10,1,0
2023/10/16 1:20,1,0
2023/10/16 1:30,1,0
2023/10/16 1:40,1,0
2023/10/16 1:50,1,0
2023/10/16 2:00,1,0
2023/10/16 2:10,1,0
2023/10/16 2:20,1,0
2023/10/16 2:30,1,0
2023/10/16 2:40,1,0
2023/10/16 2:50,1,0
2023/10/16 3:00,1,0
2023/10/16 3:10,1,0
2023/10/16 3:20,1,0
2023/10/16 3:30,1,0
2023/10/16 3:40,1,0
2023/10/16 3:50,1,0
2023/10/16 4:00,1,0
2023/10/16 4:10,1,0
2023/10/16 4:20,1,0
2023/10/16 4:30,1,0
2023/10/16 4:40,1,0
2023/10/16 4:50,1,0
2023/10/16 5:00,0,0
2023/10/16 5:10,0,0
2023/10/16 5:20,0,0
2023/10/16 5:30,0,0
2023/10/16 5:40,0,0
2023/10/16 5:50,0,0
2023/10/16 6:00,46,64
2023/10/16 6:10,46,64
2023/10/16 6:20,46,64
2023/10/16 6:30,46,64
2023/10/16 6:40,46,64
2023/10/16 6:50,46,64
2023/10/16 7:00,161,297
2023/10/16 7:10,161,297
2023/10/16 7:20,161,297
2023/10/16 7:30,161,297
2023/10/16 7:40,161,297
2023/10/16 7:50,161,297
2023/10/16 8:00,260,530
2023/10/16 8:10,260,530
2023/10/16 8:20,260,530
2023/10/16 8:30,260,530
2023/10/16 8:40,260,530
2023/10/16 8:50,260,530
2023/10/16 9:00,173,395
2023/10/16 9:10,173,395
2023/10/16 9:20,173,395
2023/10/16 9:30,173,395
2023/10/16 9:40,173,395
2023/10/16 9:50,173,395
2023/10/16 10:00,120,260
2023/10/16 10:10,120,260
2023/10/16 10:20,120,260
2023/10/16 10:30,120,260
2023/10/16 10:40,120,260
2023/10/16 10:50,120,260
2023/10/16 11:00,126,228
2023/10/16 11:10,126,228
2023/10/16 11:20,126,228
2023/10/16 11:30,126,228
2023/10/16 11:40,126,228
2023/10/16 11:50,126,228
2023/10/16 12:00,192,272
2023/10/16 12:10,192,272
2023/10/16 12:20,192,272
2023/10/16 12:30,192,272
2023/10/16 12:40,192,272
2023/10/16 12:50,192,272
2023/10/16 13:00,192,223
2023/10/16 13:10,192,223
2023/10/16 13:20,192,223
2023/10/16 13:30,192,223
2023/10/16 13:40,192,223
2023/10/16 13:50,192,223
2023/10/16 14:00,169,193
2023/10/16 14:10,169,193
2023/10/16 14:20,169,193
2023/10/16 14:30,169,193
2023/10/16 14:40,169,193
2023/10/16 14:50,169,193
2023/10/16 15:00,211,170
2023/10/16 15:10,211,170
2023/10/16 15:20,211,170
2023/10/16 15:30,211,170
2023/10/16 15:40,211,170
2023/10/16 15:50,211,170
2023/10/16 16:00,272,203
2023/10/16 16:10,272,203
2023/10/16 16:20,272,203
2023/10/16 16:30,272,203
2023/10/16 16:40,272,203
2023/10/16 16:50,272,203
2023/10/16 17:00,489,317
2023/10/16 17:10,489,317
2023/10/16 17:20,489,317
2023/10/16 17:30,489,317
2023/10/16 17:40,489,317
2023/10/16 17:50,489,317
2023/10/16 18:00,589,382
2023/10/16 18:10,589,382
2023/10/16 18:20,589,382
2023/10/16 18:30,589,382
2023/10/16 18:40,589,382
2023/10/16 18:50,589,382
2023/10/16 19:00,340,232
2023/10/16 19:10,340,232
2023/10/16 19:20,340,232
2023/10/16 19:30,340,232
2023/10/16 19:40,340,232
2023/10/16 19:50,340,232
2023/10/16 20:00,250,142
2023/10/16 20:10,250,142
2023/10/16 20:20,250,142
2023/10/16 20:30,250,142
2023/10/16 20:40,250,142
2023/10/16 20:50,250,142
2023/10/16 21:00,262,140
2023/10/16 21:10,262,140
2023/10/16 21:20,262,140
2023/10/16 21:30,262,140
2023/10/16 21:40,262,140
2023/10/16 21:50,262,140
2023/10/16 22:00,266,115
2023/10/16 22:10,266,115
2023/10/16 22:20,266,115
2023/10/16 22:30,266,115
2023/10/16 22:40,266,115
2023/10/16 22:50,266,115
2023/10/16 23:00,93,42
2023/10/16 23:10,93,42
2023/10/16 23:20,93,42
2023/10/16 23:30,93,42
2023/10/16 23:40,93,42
2023/10/16 23:50,93,42
2023/10/17 0:00,38,20
2023/10/17 0:10,38,20
2023/10/17 0:20,38,20
2023/10/17 0:30,38,20
2023/10/17 0:40,38,20
2023/10/17 0:50,38,20
2023/10/17 1:00,1,0
2023/10/17 1:10,1,0
2023/10/17 1:20,1,0
2023/10/17 1:30,1,0
2023/10/17 1:40,1,0
2023/10/17 1:50,1,0
2023/10/17 2:00,1,0
2023/10/17 2:10,1,0
2023/10/17 2:20,1,0
2023/10/17 2:30,1,0
2023/10/17 2:40,1,0
2023/10/17 2:50,1,0
2023/10/17 3:00,1,0
2023/10/17 3:10,1,0
2023/10/17 3:20,1,0
2023/10/17 3:30,1,0
2023/10/17 3:40,1,0
2023/10/17 3:50,1,0
2023/10/17 4:00,1,0
2023/10/17 4:10,1,0
2023/10/17 4:20,1,0
2023/10/17 4:30,1,0
2023/10/17 4:40,1,0
2023/10/17 4:50,1,0
2023/10/17 5:00,0,0
2023/10/17 5:10,0,0
2023/10/17 5:20,0,0
2023/10/17 5:30,0,0
2023/10/17 5:40,0,0
2023/10/17 5:50,0,0
2023/10/17 6:00,48,63
2023/10/17 6:10,48,63
2023/10/17 6:20,48,63
2023/10/17 6:30,48,63
2023/10/17 6:40,48,63
2023/10/17 6:50,48,63
2023/10/17 7:00,171,323
2023/10/17 7:10,171,323
2023/10/17 7:20,171,323
2023/10/17 7:30,171,323
2023/10/17 7:40,171,323
2023/10/17 7:50,171,323
2023/10/17 8:00,277,573
2023/10/17 8:10,277,573
2023/10/17 8:20,277,573
2023/10/17 8:30,277,573
2023/10/17 8:40,277,573
2023/10/17 8:50,277,573
2023/10/17 9:00,182,394
2023/10/17 9:10,182,394
2023/10/17 9:20,182,394
2023/10/17 9:30,182,394
2023/10/17 9:40,182,394
2023/10/17 9:50,182,394
2023/10/17 10:00,126,274
2023/10/17 10:10,126,274
2023/10/17 10:20,126,274
2023/10/17 10:30,126,274
2023/10/17 10:40,126,274
2023/10/17 10:50,126,274
2023/10/17 11:00,132,225
2023/10/17 11:10,132,225
2023/10/17 11:20,132,225
2023/10/17 11:30,132,225
2023/10/17 11:40,132,225
2023/10/17 11:50,132,225
2023/10/17 12:00,193,257
2023/10/17 12:10,193,257
2023/10/17 12:20,193,257
2023/10/17 12:30,193,257
2023/10/17 12:40,193,257
2023/10/17 12:50,193,257
2023/10/17 13:00,198,224
2023/10/17 13:10,198,224
2023/10/17 13:20,198,224
2023/10/17 13:30,198,224
2023/10/17 13:40,198,224
2023/10/17 13:50,198,224
2023/10/17 14:00,180,204
2023/10/17 14:10,180,204
2023/10/17 14:20,180,204
2023/10/17 14:30,180,204
2023/10/17 14:40,180,204
2023/10/17 14:50,180,204
2023/10/17 15:00,214,170
2023/10/17 15:10,214,170
2023/10/17 15:20,214,170
2023/10/17 15:30,214,170
2023/10/17 15:40,214,170
2023/10/17 15:50,214,170
2023/10/17 16:00,297,218
2023/10/17 16:10,297,218
2023/10/17 16:20,297,218
2023/10/17 16:30,297,218
2023/10/17 16:40,297,218
2023/10/17 16:50,297,218
2023/10/17 17:00,526,339
2023/10/17 17:10,526,339
2023/10/17 17:20,526,339
2023/10/17 17:30,526,339
2023/10/17 17:40,526,339
2023/10/17 17:50,526,339
2023/10/17 18:00,668,408
2023/10/17 18:10,668,408
2023/10/17 18:20,668,408
2023/10/17 18:30,668,408
2023/10/17 18:40,668,408
2023/10/17 18:50,668,408
2023/10/17 19:00,380,265
2023/10/17 19:10,380,265
2023/10/17 19:20,380,265
2023/10/17 19:30,380,265
2023/10/17 19:40,380,265
2023/10/17 19:50,380,265
2023/10/17 20:00,270,150
2023/10/17 20:10,270,150
2023/10/17 20:20,270,150
2023/10/17 20:30,270,150
2023/10/17 20:40,270,150
2023/10/17 20:50,270,150
2023/10/17 21:00,267,161
2023/10/17 21:10,267,161
2023/10/17 21:20,267,161
2023/10/17 21:30,267,161
2023/10/17 21:40,267,161
2023/10/17 21:50,267,161
2023/10/17 22:00,262,123
2023/10/17 22:10,262,123
2023/10/17 22:20,262,123
2023/10/17 22:30,262,123
2023/10/17 22:40,262,123
2023/10/17 22:50,262,123
2023/10/17 23:00,112,47
2023/10/17 23:10,112,47
2023/10/17 23:20,112,47
2023/10/17 23:30,112,47
2023/10/17 23:40,112,47
2023/10/17 23:50,112,47
2023/10/18 0:00,43,22
2023/10/18 0:10,43,22
2023/10/18 0:20,43,22
2023/10/18 0:30,43,22
2023/10/18 0:40,43,22
2023/10/18 0:50,43,22
2023/10/18 1:00,2,0
2023/10/18 1:10,2,0
2023/10/18 1:20,2,0
2023/10/18 1:30,2,0
2023/10/18 1:40,2,0
2023/10/18 1:50,2,0
2023/10/18 2:00,2,0
2023/10/18 2:10,2,0
2023/10/18 2:20,2,0
2023/10/18 2:30,2,0
2023/10/18 2:40,2,0
2023/10/18 2:50,2,0
2023/10/18 3:00,2,0
2023/10/18 3:10,2,0
2023/10/18 3:20,2,0
2023/10/18 3:30,2,0
2023/10/18 3:40,2,0
2023/10/18 3:50,2,0
2023/10/18 4:00,2,0
2023/10/18 4:10,2,0
2023/10/18 4:20,2,0
2023/10/18 4:30,2,0
2023/10/18 4:40,2,0
2023/10/18 4:50,2,0
2023/10/18 5:00,0,0
2023/10/18 5:10,0,0
2023/10/18 5:20,0,0
2023/10/18 5:30,0,0
2023/10/18 5:40,0,0
2023/10/18 5:50,0,0
2023/10/18 6:00,47,59
2023/10/18 6:10,47,59
2023/10/18 6:20,47,59
2023/10/18 6:30,47,59
2023/10/18 6:40,47,59
2023/10/18 6:50,47,59
2023/10/18 7:00,172,309
2023/10/18 7:10,172,309
2023/10/18 7:20,172,309
2023/10/18 7:30,172,309
2023/10/18 7:40,172,309
2023/10/18 7:50,172,309
2023/10/18 8:00,280,574
2023/10/18 8:10,280,574
2023/10/18 8:20,280,574
2023/10/18 8:30,280,574
2023/10/18 8:40,280,574
2023/10/18 8:50,280,574
2023/10/18 9:00,185,374
2023/10/18 9:10,185,374
2023/10/18 9:20,185,374
2023/10/18 9:30,185,374
2023/10/18 9:40,185,374
2023/10/18 9:50,185,374
2023/10/18 10:00,120,249
2023/10/18 10:10,120,249
2023/10/18 10:20,120,249
2023/10/18 10:30,120,249
2023/10/18 10:40,120,249
2023/10/18 10:50,120,249
2023/10/18 11:00,137,227
2023/10/18 11:10,137,227
2023/10/18 11:20,137,227
2023/10/18 11:30,137,227
2023/10/18 11:40,137,227
2023/10/18 11:50,137,227
2023/10/18 12:00,212,271
2023/10/18 12:10,212,271
2023/10/18 12:20,212,271
2023/10/18 12:30,212,271
2023/10/18 12:40,212,271
2023/10/18 12:50,212,271
2023/10/18 13:00,202,251
2023/10/18 13:10,202,251
2023/10/18 13:20,202,251
2023/10/18 13:30,202,251
2023/10/18 13:40,202,251
2023/10/18 13:50,202,251
2023/10/18 14:00,193,208
2023/10/18 14:10,193,208
2023/10/18 14:20,193,208
2023/10/18 14:30,193,208
2023/10/18 14:40,193,208
2023/10/18 14:50,193,208
2023/10/18 15:00,244,203
2023/10/18 15:10,244,203
2023/10/18 15:20,244,203
2023/10/18 15:30,244,203
2023/10/18 15:40,244,203
2023/10/18 15:50,244,203
2023/10/18 16:00,304,212
2023/10/18 16:10,304,212
2023/10/18 16:20,304,212
2023/10/18 16:30,304,212
2023/10/18 16:40,304,212
2023/10/18 16:50,304,212
2023/10/18 17:00,547,376
2023/10/18 17:10,547,376
2023/10/18 17:20,547,376
2023/10/18 17:30,547,376
2023/10/18 17:40,547,376
2023/10/18 17:50,547,376
2023/10/18 18:00,606,436
2023/10/18 18:10,606,436
2023/10/18 18:20,606,436
2023/10/18 18:30,606,436
2023/10/18 18:40,606,436
2023/10/18 18:50,606,436
2023/10/18 19:00,380,301
2023/10/18 19:10,380,301
2023/10/18 19:20,380,301
2023/10/18 19:30,380,301
2023/10/18 19:40,380,301
2023/10/18 19:50,380,301
2023/10/18 20:00,268,153
2023/10/18 20:10,268,153
2023/10/18 20:20,268,153
2023/10/18 20:30,268,153
2023/10/18 20:40,268,153
2023/10/18 20:50,268,153
2023/10/18 21:00,329,166
2023/10/18 21:10,329,166
2023/10/18 21:20,329,166
2023/10/18 21:30,329,166
2023/10/18 21:40,329,166
2023/10/18 21:50,329,166
2023/10/18 22:00,319,124
2023/10/18 22:10,319,124
2023/10/18 22:20,319,124
2023/10/18 22:30,319,124
2023/10/18 22:40,319,124
2023/10/18 22:50,319,124
2023/10/18 23:00,106,51
2023/10/18 23:10,106,51
2023/10/18 23:20,106,51
2023/10/18 23:30,106,51
2023/10/18 23:40,106,51
2023/10/18 23:50,106,51
2023/10/19 0:00,45,24
2023/10/19 0:10,45,24
2023/10/19 0:20,45,24
2023/10/19 0:30,45,24
2023/10/19 0:40,45,24
2023/10/19 0:50,45,24
2023/10/19 1:00,1,0
2023/10/19 1:10,1,0
2023/10/19 1:20,1,0
2023/10/19 1:30,1,0
2023/10/19 1:40,1,0
2023/10/19 1:50,1,0
2023/10/19 2:00,1,0
2023/10/19 2:10,1,0
2023/10/19 2:20,1,0
2023/10/19 2:30,1,0
2023/10/19 2:40,1,0
2023/10/19 2:50,1,0
2023/10/19 3:00,1,0
2023/10/19 3:10,1,0
2023/10/19 3:20,1,0
2023/10/19 3:30,1,0
2023/10/19 3:40,1,0
2023/10/19 3:50,1,0
2023/10/19 4:00,1,0
2023/10/19 4:10,1,0
2023/10/19 4:20,1,0
2023/10/19 4:30,1,0
2023/10/19 4:40,1,0
2023/10/19 4:50,1,0
2023/10/19 5:00,0,0
2023/10/19 5:10,0,0
2023/10/19 5:20,0,0
2023/10/19 5:30,0,0
2023/10/19 5:40,0,0
2023/10/19 5:50,0,0
2023/10/19 6:00,50,59
2023/10/19 6:10,50,59
2023/10/19 6:20,50,59
2023/10/19 6:30,50,59
2023/10/19 6:40,50,59
2023/10/19 6:50,50,59
2023/10/19 7:00,171,328
2023/10/19 7:10,171,328
2023/10/19 7:20,171,328
2023/10/19 7:30,171,328
2023/10/19 7:40,171,328
2023/10/19 7:50,171,328
2023/10/19 8:00,276,527
2023/10/19 8:10,276,527
2023/10/19 8:20,276,527
2023/10/19 8:30,276,527
2023/10/19 8:40,276,527
2023/10/19 8:50,276,527
2023/10/19 9:00,189,389
2023/10/19 9:10,189,389
2023/10/19 9:20,189,389
2023/10/19 9:30,189,389
2023/10/19 9:40,189,389
2023/10/19 9:50,189,389
2023/10/19 10:00,127,270
2023/10/19 10:10,127,270
2023/10/19 10:20,127,270
2023/10/19 10:30,127,270
2023/10/19 10:40,127,270
2023/10/19 10:50,127,270
2023/10/19 11:00,133,232
2023/10/19 11:10,133,232
2023/10/19 11:20,133,232
2023/10/19 11:30,133,232
2023/10/19 11:40,133,232
2023/10/19 11:50,133,232
2023/10/19 12:00,208,288
2023/10/19 12:10,208,288
2023/10/19 12:20,208,288
2023/10/19 12:30,208,288
2023/10/19 12:40,208,288
2023/10/19 12:50,208,288
2023/10/19 13:00,211,241
2023/10/19 13:10,211,241
2023/10/19 13:20,211,241
2023/10/19 13:30,211,241
2023/10/19 13:40,211,241
2023/10/19 13:50,211,241
2023/10/19 14:00,188,220
2023/10/19 14:10,188,220
2023/10/19 14:20,188,220
2023/10/19 14:30,188,220
2023/10/19 14:40,188,220
2023/10/19 14:50,188,220
2023/10/19 15:00,220,193
2023/10/19 15:10,220,193
2023/10/19 15:20,220,193
2023/10/19 15:30,220,193
2023/10/19 15:40,220,193
2023/10/19 15:50,220,193
2023/10/19 16:00,306,212
2023/10/19 16:10,306,212
2023/10/19 16:20,306,212
2023/10/19 16:30,306,212
2023/10/19 16:40,306,212
2023/10/19 16:50,306,212
2023/10/19 17:00,555,376
2023/10/19 17:10,555,376
2023/10/19 17:20,555,376
2023/10/19 17:30,555,376
2023/10/19 17:40,555,376
2023/10/19 17:50,555,376
2023/10/19 18:00,660,406
2023/10/19 18:10,660,406
2023/10/19 18:20,660,406
2023/10/19 18:30,660,406
2023/10/19 18:40,660,406
2023/10/19 18:50,660,406
2023/10/19 19:00,411,265
2023/10/19 19:10,411,265
2023/10/19 19:20,411,265
2023/10/19 19:30,411,265
2023/10/19 19:40,411,265
2023/10/19 19:50,411,265
2023/10/19 20:00,259,162
2023/10/19 20:10,259,162
2023/10/19 20:20,259,162
2023/10/19 20:30,259,162
2023/10/19 20:40,259,162
2023/10/19 20:50,259,162
2023/10/19 21:00,294,167
2023/10/19 21:10,294,167
2023/10/19 21:20,294,167
2023/10/19 21:30,294,167
2023/10/19 21:40,294,167
2023/10/19 21:50,294,167
2023/10/19 22:00,304,142
2023/10/19 22:10,304,142
2023/10/19 22:20,304,142
2023/10/19 22:30,304,142
2023/10/19 22:40,304,142
2023/10/19 22:50,304,142
2023/10/19 23:00,113,50
2023/10/19 23:10,113,50
2023/10/19 23:20,113,50
2023/10/19 23:30,113,50
2023/10/19 23:40,113,50
2023/10/19 23:50,113,50
2023/10/20 0:00,77,40
2023/10/20 0:10,77,40
2023/10/20 0:20,77,40
2023/10/20 0:30,77,40
2023/10/20 0:40,77,40
2023/10/20 0:50,77,40
2023/10/20 1:00,2,0
2023/10/20 1:10,2,0
2023/10/20 1:20,2,0
2023/10/20 1:30,2,0
2023/10/20 1:40,2,0
2023/10/20 1:50,2,0
2023/10/20 2:00,2,0
2023/10/20 2:10,2,0
2023/10/20 2:20,2,0
2023/10/20 2:30,2,0
2023/10/20 2:40,2,0
2023/10/20 2:50,2,0
2023/10/20 3:00,2,0
2023/10/20 3:10,2,0
2023/10/20 3:20,2,0
2023/10/20 3:30,2,0
2023/10/20 3:40,2,0
2023/10/20 3:50,2,0
2023/10/20 4:00,2,0
2023/10/20 4:10,2,0
2023/10/20 4:20,2,0
2023/10/20 4:30,2,0
2023/10/20 4:40,2,0
2023/10/20 4:50,2,0
2023/10/20 5:00,0,0
2023/10/20 5:10,0,0
2023/10/20 5:20,0,0
2023/10/20 5:30,0,0
2023/10/20 5:40,0,0
2023/10/20 5:50,0,0
2023/10/20 6:00,56,56
2023/10/20 6:10,56,56
2023/10/20 6:20,56,56
2023/10/20 6:30,56,56
2023/10/20 6:40,56,56
2023/10/20 6:50,56,56
2023/10/20 7:00,171,309
2023/10/20 7:10,171,309
2023/10/20 7:20,171,309
2023/10/20 7:30,171,309
2023/10/20 7:40,171,309
2023/10/20 7:50,171,309
2023/10/20 8:00,274,516
2023/10/20 8:10,274,516
2023/10/20 8:20,274,516
2023/10/20 8:30,274,516
2023/10/20 8:40,274,516
2023/10/20 8:50,274,516
2023/10/20 9:00,179,363
2023/10/20 9:10,179,363
